year,data,Id,subject,scale,grade
1,3,2008163,Media Studies,BTEC,A
1,3,2008168,Media Studies,BTEC,A
1,3,2008177,Media Studies,BTEC,A
1,3,2008014,Media Studies,BTEC,B
1,3,2008022,Media Studies,BTEC,B
1,3,2008028,Media Studies,BTEC,B
1,3,2008044,Media Studies,BTEC,B
1,3,2008051,Media Studies,BTEC,B
1,3,2008053,Media Studies,BTEC,B
1,3,2008054,Media Studies,BTEC,B
1,3,2008078,Media Studies,BTEC,B
1,3,2008099,Media Studies,BTEC,B
1,3,2008103,Media Studies,BTEC,B
1,3,2008111,Media Studies,BTEC,B
1,3,2008115,Media Studies,BTEC,B
1,3,2008170,Media Studies,BTEC,B
1,3,2008205,Media Studies,BTEC,B
1,3,2008209,Media Studies,BTEC,B
1,3,3714,Media Studies,BTEC,B
1,3,2008004,Media Studies,BTEC,C
1,3,2008006,Media Studies,BTEC,C
1,3,2008013,Media Studies,BTEC,C
1,3,2008031,Media Studies,BTEC,C
1,3,2008039,Media Studies,BTEC,C
1,3,2008040,Media Studies,BTEC,C
1,3,2008052,Media Studies,BTEC,C
1,3,2008059,Media Studies,BTEC,C
1,3,2008074,Media Studies,BTEC,C
1,3,2008077,Media Studies,BTEC,C
1,3,2008091,Media Studies,BTEC,C
1,3,2008092,Media Studies,BTEC,C
1,3,2008095,Media Studies,BTEC,C
1,3,2008098,Media Studies,BTEC,C
1,3,2008102,Media Studies,BTEC,C
1,3,2008116,Media Studies,BTEC,C
1,3,2008125,Media Studies,BTEC,C
1,3,2008128,Media Studies,BTEC,C
1,3,2008129,Media Studies,BTEC,C
1,3,2008131,Media Studies,BTEC,C
1,3,2008133,Media Studies,BTEC,C
1,3,2008134,Media Studies,BTEC,C
1,3,2008143,Media Studies,BTEC,C
1,3,2008149,Media Studies,BTEC,C
1,3,2008152,Media Studies,BTEC,C
1,3,2008153,Media Studies,BTEC,C
1,3,2008154,Media Studies,BTEC,C
1,3,2008155,Media Studies,BTEC,C
1,3,2008159,Media Studies,BTEC,C
1,3,2008164,Media Studies,BTEC,C
1,3,2008182,Media Studies,BTEC,C
1,3,2008191,Media Studies,BTEC,C
1,3,2008196,Media Studies,BTEC,C
1,3,2008197,Media Studies,BTEC,C
1,3,2008204,Media Studies,BTEC,C
1,3,2008208,Media Studies,BTEC,C
1,3,2008217,Media Studies,BTEC,C
1,3,2008228,Media Studies,BTEC,C
1,3,3691,Media Studies,BTEC,C
1,3,2008008,Physics,GCSE,A
1,3,2008055,Physics,GCSE,A
1,3,2008097,Physics,GCSE,A
1,3,2008108,Physics,GCSE,A
1,3,2008124,Physics,GCSE,A
1,3,2008136,Physics,GCSE,A
1,3,2008140,Physics,GCSE,A
1,3,2008146,Physics,GCSE,A
1,3,2008200,Physics,GCSE,A
1,3,2008205,Physics,GCSE,A
1,3,2008227,Physics,GCSE,A
1,3,2008058,Physics,GCSE,A*
1,3,2008015,Physics,GCSE,B
1,3,2008020,Physics,GCSE,B
1,3,2008026,Physics,GCSE,B
1,3,2008029,Physics,GCSE,B
1,3,2008034,Physics,GCSE,B
1,3,2008035,Physics,GCSE,B
1,3,2008048,Physics,GCSE,B
1,3,2008050,Physics,GCSE,B
1,3,2008059,Physics,GCSE,B
1,3,2008061,Physics,GCSE,B
1,3,2008072,Physics,GCSE,B
1,3,2008101,Physics,GCSE,B
1,3,2008110,Physics,GCSE,B
1,3,2008114,Physics,GCSE,B
1,3,2008125,Physics,GCSE,B
1,3,2008127,Physics,GCSE,B
1,3,2008137,Physics,GCSE,B
1,3,2008139,Physics,GCSE,B
1,3,2008142,Physics,GCSE,B
1,3,2008144,Physics,GCSE,B
1,3,2008155,Physics,GCSE,B
1,3,2008161,Physics,GCSE,B
1,3,2008163,Physics,GCSE,B
1,3,2008168,Physics,GCSE,B
1,3,2008171,Physics,GCSE,B
1,3,2008194,Physics,GCSE,B
1,3,2008195,Physics,GCSE,B
1,3,2008201,Physics,GCSE,B
1,3,2008220,Physics,GCSE,B
1,3,2008226,Physics,GCSE,B
1,3,2008006,Physics,GCSE,C
1,3,2008007,Physics,GCSE,C
1,3,2008010,Physics,GCSE,C
1,3,2008012,Physics,GCSE,C
1,3,2008014,Physics,GCSE,C
1,3,2008017,Physics,GCSE,C
1,3,2008019,Physics,GCSE,C
1,3,2008028,Physics,GCSE,C
1,3,2008037,Physics,GCSE,C
1,3,2008046,Physics,GCSE,C
1,3,2008047,Physics,GCSE,C
1,3,2008049,Physics,GCSE,C
1,3,2008051,Physics,GCSE,C
1,3,2008054,Physics,GCSE,C
1,3,2008064,Physics,GCSE,C
1,3,2008065,Physics,GCSE,C
1,3,2008067,Physics,GCSE,C
1,3,2008074,Physics,GCSE,C
1,3,2008076,Physics,GCSE,C
1,3,2008078,Physics,GCSE,C
1,3,2008079,Physics,GCSE,C
1,3,2008083,Physics,GCSE,C
1,3,2008088,Physics,GCSE,C
1,3,2008091,Physics,GCSE,C
1,3,2008094,Physics,GCSE,C
1,3,2008105,Physics,GCSE,C
1,3,2008106,Physics,GCSE,C
1,3,2008115,Physics,GCSE,C
1,3,2008116,Physics,GCSE,C
1,3,2008119,Physics,GCSE,C
1,3,2008133,Physics,GCSE,C
1,3,2008145,Physics,GCSE,C
1,3,2008147,Physics,GCSE,C
1,3,2008151,Physics,GCSE,C
1,3,2008156,Physics,GCSE,C
1,3,2008157,Physics,GCSE,C
1,3,2008158,Physics,GCSE,C
1,3,2008162,Physics,GCSE,C
1,3,2008166,Physics,GCSE,C
1,3,2008177,Physics,GCSE,C
1,3,2008178,Physics,GCSE,C
1,3,2008180,Physics,GCSE,C
1,3,2008184,Physics,GCSE,C
1,3,2008185,Physics,GCSE,C
1,3,2008187,Physics,GCSE,C
1,3,2008189,Physics,GCSE,C
1,3,2008196,Physics,GCSE,C
1,3,2008203,Physics,GCSE,C
1,3,2008212,Physics,GCSE,C
1,3,2008214,Physics,GCSE,C
1,3,2008215,Physics,GCSE,C
1,3,2008218,Physics,GCSE,C
1,3,2008221,Physics,GCSE,C
1,3,2008228,Physics,GCSE,C
1,3,3701,Physics,GCSE,C
1,3,3709,Physics,GCSE,C
1,3,2008004,Physics,GCSE,D
1,3,2008023,Physics,GCSE,D
1,3,2008027,Physics,GCSE,D
1,3,2008043,Physics,GCSE,D
1,3,2008053,Physics,GCSE,D
1,3,2008068,Physics,GCSE,D
1,3,2008090,Physics,GCSE,D
1,3,2008121,Physics,GCSE,D
1,3,2008129,Physics,GCSE,D
1,3,2008099,Physics,GCSE,E
1,3,2008010,Religious Studies,GCSE,A
1,3,2008015,Religious Studies,GCSE,A
1,3,2008029,Religious Studies,GCSE,A
1,3,2008048,Religious Studies,GCSE,A
1,3,2008055,Religious Studies,GCSE,A
1,3,2008058,Religious Studies,GCSE,A
1,3,2008067,Religious Studies,GCSE,A
1,3,2008088,Religious Studies,GCSE,A
1,3,2008097,Religious Studies,GCSE,A
1,3,2008101,Religious Studies,GCSE,A
1,3,2008114,Religious Studies,GCSE,A
1,3,2008124,Religious Studies,GCSE,A
1,3,2008136,Religious Studies,GCSE,A
1,3,2008146,Religious Studies,GCSE,A
1,3,2008163,Religious Studies,GCSE,A
1,3,2008194,Religious Studies,GCSE,A
1,3,2008205,Religious Studies,GCSE,A
1,3,2008220,Religious Studies,GCSE,A
1,3,2008227,Religious Studies,GCSE,A
1,3,2008200,Religious Studies,GCSE,A*
1,3,2008001,Religious Studies,GCSE,B
1,3,2008004,Religious Studies,GCSE,B
1,3,2008008,Religious Studies,GCSE,B
1,3,2008014,Religious Studies,GCSE,B
1,3,2008020,Religious Studies,GCSE,B
1,3,2008026,Religious Studies,GCSE,B
1,3,2008028,Religious Studies,GCSE,B
1,3,2008034,Religious Studies,GCSE,B
1,3,2008035,Religious Studies,GCSE,B
1,3,2008046,Religious Studies,GCSE,B
1,3,2008049,Religious Studies,GCSE,B
1,3,2008051,Religious Studies,GCSE,B
1,3,2008053,Religious Studies,GCSE,B
1,3,2008054,Religious Studies,GCSE,B
1,3,2008060,Religious Studies,GCSE,B
1,3,2008061,Religious Studies,GCSE,B
1,3,2008065,Religious Studies,GCSE,B
1,3,2008094,Religious Studies,GCSE,B
1,3,2008105,Religious Studies,GCSE,B
1,3,2008108,Religious Studies,GCSE,B
1,3,2008111,Religious Studies,GCSE,B
1,3,2008113,Religious Studies,GCSE,B
1,3,2008127,Religious Studies,GCSE,B
1,3,2008129,Religious Studies,GCSE,B
1,3,2008137,Religious Studies,GCSE,B
1,3,2008140,Religious Studies,GCSE,B
1,3,2008142,Religious Studies,GCSE,B
1,3,2008144,Religious Studies,GCSE,B
1,3,2008151,Religious Studies,GCSE,B
1,3,2008155,Religious Studies,GCSE,B
1,3,2008157,Religious Studies,GCSE,B
1,3,2008167,Religious Studies,GCSE,B
1,3,2008168,Religious Studies,GCSE,B
1,3,2008171,Religious Studies,GCSE,B
1,3,2008177,Religious Studies,GCSE,B
1,3,2008178,Religious Studies,GCSE,B
1,3,2008180,Religious Studies,GCSE,B
1,3,2008184,Religious Studies,GCSE,B
1,3,2008189,Religious Studies,GCSE,B
1,3,2008195,Religious Studies,GCSE,B
1,3,2008211,Religious Studies,GCSE,B
1,3,2008213,Religious Studies,GCSE,B
1,3,2008215,Religious Studies,GCSE,B
1,3,2008222,Religious Studies,GCSE,B
1,3,2008223,Religious Studies,GCSE,B
1,3,2008226,Religious Studies,GCSE,B
1,3,2008006,Religious Studies,GCSE,C
1,3,2008007,Religious Studies,GCSE,C
1,3,2008011,Religious Studies,GCSE,C
1,3,2008012,Religious Studies,GCSE,C
1,3,2008013,Religious Studies,GCSE,C
1,3,2008017,Religious Studies,GCSE,C
1,3,2008022,Religious Studies,GCSE,C
1,3,2008023,Religious Studies,GCSE,C
1,3,2008027,Religious Studies,GCSE,C
1,3,2008033,Religious Studies,GCSE,C
1,3,2008037,Religious Studies,GCSE,C
1,3,2008043,Religious Studies,GCSE,C
1,3,2008044,Religious Studies,GCSE,C
1,3,2008047,Religious Studies,GCSE,C
1,3,2008050,Religious Studies,GCSE,C
1,3,2008059,Religious Studies,GCSE,C
1,3,2008064,Religious Studies,GCSE,C
1,3,2008069,Religious Studies,GCSE,C
1,3,2008072,Religious Studies,GCSE,C
1,3,2008074,Religious Studies,GCSE,C
1,3,2008078,Religious Studies,GCSE,C
1,3,2008090,Religious Studies,GCSE,C
1,3,2008099,Religious Studies,GCSE,C
1,3,2008103,Religious Studies,GCSE,C
1,3,2008104,Religious Studies,GCSE,C
1,3,2008107,Religious Studies,GCSE,C
1,3,2008110,Religious Studies,GCSE,C
1,3,2008119,Religious Studies,GCSE,C
1,3,2008120,Religious Studies,GCSE,C
1,3,2008121,Religious Studies,GCSE,C
1,3,2008125,Religious Studies,GCSE,C
1,3,2008126,Religious Studies,GCSE,C
1,3,2008128,Religious Studies,GCSE,C
1,3,2008139,Religious Studies,GCSE,C
1,3,2008145,Religious Studies,GCSE,C
1,3,2008147,Religious Studies,GCSE,C
1,3,2008148,Religious Studies,GCSE,C
1,3,2008149,Religious Studies,GCSE,C
1,3,2008152,Religious Studies,GCSE,C
1,3,2008153,Religious Studies,GCSE,C
1,3,2008158,Religious Studies,GCSE,C
1,3,2008159,Religious Studies,GCSE,C
1,3,2008161,Religious Studies,GCSE,C
1,3,2008162,Religious Studies,GCSE,C
1,3,2008165,Religious Studies,GCSE,C
1,3,2008185,Religious Studies,GCSE,C
1,3,2008187,Religious Studies,GCSE,C
1,3,2008188,Religious Studies,GCSE,C
1,3,2008193,Religious Studies,GCSE,C
1,3,2008196,Religious Studies,GCSE,C
1,3,2008199,Religious Studies,GCSE,C
1,3,2008201,Religious Studies,GCSE,C
1,3,2008203,Religious Studies,GCSE,C
1,3,2008204,Religious Studies,GCSE,C
1,3,2008207,Religious Studies,GCSE,C
1,3,2008209,Religious Studies,GCSE,C
1,3,2008212,Religious Studies,GCSE,C
1,3,2008214,Religious Studies,GCSE,C
1,3,2008218,Religious Studies,GCSE,C
1,3,2008221,Religious Studies,GCSE,C
1,3,2008231,Religious Studies,GCSE,C
1,3,3642,Religious Studies,GCSE,C
1,3,3700,Religious Studies,GCSE,C
1,3,3701,Religious Studies,GCSE,C
1,3,3709,Religious Studies,GCSE,C
1,3,2008009,Religious Studies,GCSE,D
1,3,2008016,Religious Studies,GCSE,D
1,3,2008019,Religious Studies,GCSE,D
1,3,2008024,Religious Studies,GCSE,D
1,3,2008030,Religious Studies,GCSE,D
1,3,2008031,Religious Studies,GCSE,D
1,3,2008032,Religious Studies,GCSE,D
1,3,2008040,Religious Studies,GCSE,D
1,3,2008041,Religious Studies,GCSE,D
1,3,2008062,Religious Studies,GCSE,D
1,3,2008068,Religious Studies,GCSE,D
1,3,2008076,Religious Studies,GCSE,D
1,3,2008079,Religious Studies,GCSE,D
1,3,2008080,Religious Studies,GCSE,D
1,3,2008081,Religious Studies,GCSE,D
1,3,2008082,Religious Studies,GCSE,D
1,3,2008083,Religious Studies,GCSE,D
1,3,2008084,Religious Studies,GCSE,D
1,3,2008086,Religious Studies,GCSE,D
1,3,2008091,Religious Studies,GCSE,D
1,3,2008098,Religious Studies,GCSE,D
1,3,2008106,Religious Studies,GCSE,D
1,3,2008115,Religious Studies,GCSE,D
1,3,2008116,Religious Studies,GCSE,D
1,3,2008123,Religious Studies,GCSE,D
1,3,2008131,Religious Studies,GCSE,D
1,3,2008133,Religious Studies,GCSE,D
1,3,2008143,Religious Studies,GCSE,D
1,3,2008154,Religious Studies,GCSE,D
1,3,2008160,Religious Studies,GCSE,D
1,3,2008164,Religious Studies,GCSE,D
1,3,2008166,Religious Studies,GCSE,D
1,3,2008170,Religious Studies,GCSE,D
1,3,2008174,Religious Studies,GCSE,D
1,3,2008176,Religious Studies,GCSE,D
1,3,2008179,Religious Studies,GCSE,D
1,3,2008182,Religious Studies,GCSE,D
1,3,2008183,Religious Studies,GCSE,D
1,3,2008186,Religious Studies,GCSE,D
1,3,2008191,Religious Studies,GCSE,D
1,3,2008197,Religious Studies,GCSE,D
1,3,2008198,Religious Studies,GCSE,D
1,3,2008208,Religious Studies,GCSE,D
1,3,2008216,Religious Studies,GCSE,D
1,3,2008217,Religious Studies,GCSE,D
1,3,2008225,Religious Studies,GCSE,D
1,3,2008229,Religious Studies,GCSE,D
1,3,2008039,Religious Studies,GCSE,E
1,3,2008052,Religious Studies,GCSE,E
1,3,2008077,Religious Studies,GCSE,E
1,3,2008092,Religious Studies,GCSE,E
1,3,2008095,Religious Studies,GCSE,E
1,3,2008117,Religious Studies,GCSE,E
1,3,2008130,Religious Studies,GCSE,E
1,3,2008138,Religious Studies,GCSE,E
1,3,2008150,Religious Studies,GCSE,E
1,3,2008169,Religious Studies,GCSE,E
1,3,2008173,Religious Studies,GCSE,E
1,3,2008175,Religious Studies,GCSE,E
1,3,2008192,Religious Studies,GCSE,E
1,3,2008206,Religious Studies,GCSE,E
1,3,2008219,Religious Studies,GCSE,E
1,3,2008228,Religious Studies,GCSE,E
1,3,3707,Religious Studies,GCSE,E
1,3,3710,Religious Studies,GCSE,E
1,3,3714,Religious Studies,GCSE,E
1,3,2008002,Religious Studies,GCSE,F
1,3,2008003,Religious Studies,GCSE,F
1,3,2008057,Religious Studies,GCSE,F
1,3,2008070,Religious Studies,GCSE,F
1,3,2008102,Religious Studies,GCSE,F
1,3,2008109,Religious Studies,GCSE,F
1,3,2008134,Religious Studies,GCSE,F
1,3,2008224,Religious Studies,GCSE,F
1,3,3691,Religious Studies,GCSE,G
1,3,2008032,Salon Services,AVAS,E
1,3,2008044,Salon Services,AVAS,E
1,3,2008060,Salon Services,AVAS,E
1,3,2008104,Salon Services,AVAS,E
1,3,2008107,Salon Services,AVAS,E
1,3,2008113,Salon Services,AVAS,E
1,3,2008126,Salon Services,AVAS,E
1,3,2008128,Salon Services,AVAS,E
1,3,2008149,Salon Services,AVAS,E
1,3,2008173,Salon Services,AVAS,E
1,3,2008199,Salon Services,AVAS,E
1,3,2008224,Salon Services,AVAS,E
1,3,3710,Salon Services,AVAS,E
1,3,3714,Salon Services,AVAS,E
1,3,2008008,Sports Studies,GCSE,A
1,3,2008046,Sports Studies,GCSE,A
1,3,2008048,Sports Studies,GCSE,A
1,3,2008139,Sports Studies,GCSE,A
1,3,2008184,Sports Studies,GCSE,A
1,3,2008029,Sports Studies,GCSE,B
1,3,2008033,Sports Studies,GCSE,B
1,3,2008035,Sports Studies,GCSE,B
1,3,2008050,Sports Studies,GCSE,B
1,3,2008069,Sports Studies,GCSE,B
1,3,2008072,Sports Studies,GCSE,B
1,3,2008094,Sports Studies,GCSE,B
1,3,2008106,Sports Studies,GCSE,B
1,3,2008119,Sports Studies,GCSE,B
1,3,2008144,Sports Studies,GCSE,B
1,3,2008148,Sports Studies,GCSE,B
1,3,2008155,Sports Studies,GCSE,B
1,3,2008157,Sports Studies,GCSE,B
1,3,2008194,Sports Studies,GCSE,B
1,3,2008203,Sports Studies,GCSE,B
1,3,2008222,Sports Studies,GCSE,B
1,3,2008007,Sports Studies,GCSE,C
1,3,2008012,Sports Studies,GCSE,C
1,3,2008023,Sports Studies,GCSE,C
1,3,2008037,Sports Studies,GCSE,C
1,3,2008047,Sports Studies,GCSE,C
1,3,2008059,Sports Studies,GCSE,C
1,3,2008065,Sports Studies,GCSE,C
1,3,2008111,Sports Studies,GCSE,C
1,3,2008130,Sports Studies,GCSE,C
1,3,2008142,Sports Studies,GCSE,C
1,3,2008147,Sports Studies,GCSE,C
1,3,2008158,Sports Studies,GCSE,C
1,3,2008166,Sports Studies,GCSE,C
1,3,2008177,Sports Studies,GCSE,C
1,3,2008179,Sports Studies,GCSE,C
1,3,2008180,Sports Studies,GCSE,C
1,3,2008182,Sports Studies,GCSE,C
1,3,2008189,Sports Studies,GCSE,C
1,3,2008193,Sports Studies,GCSE,C
1,3,2008196,Sports Studies,GCSE,C
1,3,2008214,Sports Studies,GCSE,C
1,3,2008226,Sports Studies,GCSE,C
1,3,2008228,Sports Studies,GCSE,C
1,3,3642,Sports Studies,GCSE,C
1,3,2008010,Sports Studies,GCSE,D
1,3,2008016,Sports Studies,GCSE,D
1,3,2008024,Sports Studies,GCSE,D
1,3,2008027,Sports Studies,GCSE,D
1,3,2008040,Sports Studies,GCSE,D
1,3,2008041,Sports Studies,GCSE,D
1,3,2008057,Sports Studies,GCSE,D
1,3,2008068,Sports Studies,GCSE,D
1,3,2008083,Sports Studies,GCSE,D
1,3,2008084,Sports Studies,GCSE,D
1,3,2008086,Sports Studies,GCSE,D
1,3,2008098,Sports Studies,GCSE,D
1,3,2008160,Sports Studies,GCSE,D
1,3,2008174,Sports Studies,GCSE,D
1,3,2008175,Sports Studies,GCSE,D
1,3,2008218,Sports Studies,GCSE,D
1,3,2008225,Sports Studies,GCSE,D
1,3,2008231,Sports Studies,GCSE,D
1,3,2008003,Sports Studies,GCSE,E
1,3,2008011,Sports Studies,GCSE,E
1,3,2008052,Sports Studies,GCSE,E
1,3,2008109,Sports Studies,GCSE,E
1,3,2008192,Sports Studies,GCSE,E
1,3,2008204,Sports Studies,GCSE,E
1,3,2008206,Sports Studies,GCSE,E
1,3,2008208,Sports Studies,GCSE,E
1,3,3707,Sports Studies,GCSE,E
1,3,2008219,Sports Studies,GCSE,F
1,3,2008070,Sports Studies,GCSE,G
1,3,2008198,Sports Studies,GCSE,G
1,3,2008058,Technology Food,GCSE,A
1,3,2008094,Technology Food,GCSE,A
1,3,2008146,Technology Food,GCSE,A
1,3,2008201,Technology Food,GCSE,A
1,3,2008227,Technology Food,GCSE,A
1,3,2008001,Technology Food,GCSE,B
1,3,2008107,Technology Food,GCSE,B
1,3,2008147,Technology Food,GCSE,B
1,3,2008163,Technology Food,GCSE,B
1,3,2008166,Technology Food,GCSE,B
1,3,2008171,Technology Food,GCSE,B
1,3,2008119,Technology Food,GCSE,C
1,3,2008156,Technology Food,GCSE,C
1,3,2008176,Technology Food,GCSE,C
1,3,2008185,Technology Food,GCSE,C
1,3,2008199,Technology Food,GCSE,C
1,3,3710,Technology Food,GCSE,C
1,3,2008083,Technology Food,GCSE,D
1,3,2008092,Technology Food,GCSE,D
1,3,2008152,Technology Food,GCSE,D
1,3,2008192,Technology Food,GCSE,D
1,3,2008150,Technology Food,GCSE,E
1,3,2008020,Technology Product Design,GCSE,A
1,3,2008034,Technology Product Design,GCSE,A
1,3,2008046,Technology Product Design,GCSE,A
1,3,2008048,Technology Product Design,GCSE,A
1,3,2008101,Technology Product Design,GCSE,A
1,3,2008111,Technology Product Design,GCSE,A
1,3,2008017,Technology Product Design,GCSE,B
1,3,2008054,Technology Product Design,GCSE,B
1,3,2008068,Technology Product Design,GCSE,B
1,3,2008088,Technology Product Design,GCSE,B
1,3,2008124,Technology Product Design,GCSE,B
1,3,2008167,Technology Product Design,GCSE,B
1,3,2008178,Technology Product Design,GCSE,B
1,3,2008180,Technology Product Design,GCSE,B
1,3,2008184,Technology Product Design,GCSE,B
1,3,2008189,Technology Product Design,GCSE,B
1,3,2008221,Technology Product Design,GCSE,B
1,3,2008222,Technology Product Design,GCSE,B
1,3,2008012,Technology Product Design,GCSE,C
1,3,2008024,Technology Product Design,GCSE,C
1,3,2008033,Technology Product Design,GCSE,C
1,3,2008041,Technology Product Design,GCSE,C
1,3,2008043,Technology Product Design,GCSE,C
1,3,2008057,Technology Product Design,GCSE,C
1,3,2008059,Technology Product Design,GCSE,C
1,3,2008062,Technology Product Design,GCSE,C
1,3,2008064,Technology Product Design,GCSE,C
1,3,2008078,Technology Product Design,GCSE,C
1,3,2008084,Technology Product Design,GCSE,C
1,3,2008116,Technology Product Design,GCSE,C
1,3,2008120,Technology Product Design,GCSE,C
1,3,2008154,Technology Product Design,GCSE,C
1,3,2008160,Technology Product Design,GCSE,C
1,3,2008164,Technology Product Design,GCSE,C
1,3,2008170,Technology Product Design,GCSE,C
1,3,2008174,Technology Product Design,GCSE,C
1,3,2008203,Technology Product Design,GCSE,C
1,3,2008226,Technology Product Design,GCSE,C
1,3,3707,Technology Product Design,GCSE,C
1,3,2008013,Technology Product Design,GCSE,D
1,3,2008016,Technology Product Design,GCSE,D
1,3,2008031,Technology Product Design,GCSE,D
1,3,2008039,Technology Product Design,GCSE,D
1,3,2008052,Technology Product Design,GCSE,D
1,3,2008076,Technology Product Design,GCSE,D
1,3,2008077,Technology Product Design,GCSE,D
1,3,2008091,Technology Product Design,GCSE,D
1,3,2008095,Technology Product Design,GCSE,D
1,3,2008098,Technology Product Design,GCSE,D
1,3,2008103,Technology Product Design,GCSE,D
1,3,2008129,Technology Product Design,GCSE,D
1,3,2008130,Technology Product Design,GCSE,D
1,3,2008134,Technology Product Design,GCSE,D
1,3,2008148,Technology Product Design,GCSE,D
1,3,2008197,Technology Product Design,GCSE,D
1,3,2008204,Technology Product Design,GCSE,D
1,3,2008208,Technology Product Design,GCSE,D
1,3,2008216,Technology Product Design,GCSE,D
1,3,2008217,Technology Product Design,GCSE,D
1,3,2008219,Technology Product Design,GCSE,D
1,3,2008225,Technology Product Design,GCSE,D
1,3,2008015,Technology Textiles,GCSE,A
1,3,2008028,Technology Textiles,GCSE,A
1,3,2008049,Technology Textiles,GCSE,A
1,3,2008055,Technology Textiles,GCSE,A
1,3,2008140,Technology Textiles,GCSE,A
1,3,2008151,Technology Textiles,GCSE,A
1,3,2008157,Technology Textiles,GCSE,A
1,3,2008010,Technology Textiles,GCSE,B
1,3,2008105,Technology Textiles,GCSE,B
1,3,2008108,Technology Textiles,GCSE,B
1,3,2008110,Technology Textiles,GCSE,B
1,3,2008214,Technology Textiles,GCSE,B
1,3,3709,Technology Textiles,GCSE,B
1,3,2008019,Technology Textiles,GCSE,C
1,3,2008044,Technology Textiles,GCSE,C
1,3,2008082,Technology Textiles,GCSE,C
1,3,2008086,Technology Textiles,GCSE,C
1,3,2008114,Technology Textiles,GCSE,C
1,3,2008115,Technology Textiles,GCSE,C
1,3,2008149,Technology Textiles,GCSE,C
1,3,2008173,Technology Textiles,GCSE,C
1,3,2008186,Technology Textiles,GCSE,C
1,3,2008003,Technology Textiles,GCSE,D
1,3,2008022,Technology Textiles,GCSE,D
1,3,2008081,Technology Textiles,GCSE,D
1,3,2008128,Technology Textiles,GCSE,D
1,3,2008143,Technology Textiles,GCSE,D
1,3,2008165,Technology Textiles,GCSE,D
1,3,2008211,Technology Textiles,GCSE,D
1,3,2008231,Technology Textiles,GCSE,D
1,3,3714,Technology Textiles,GCSE,D
1,3,2008002,Technology Textiles,GCSE,E
1,3,2008138,Technology Textiles,GCSE,E
1,3,2008224,Technology Textiles,GCSE,E
1,3,2008196,Travel and Tourism,BTEC,A
1,3,2008201,Travel and Tourism,BTEC,A
1,3,2008032,Travel and Tourism,BTEC,B
1,3,2008041,Travel and Tourism,BTEC,B
1,3,2008043,Travel and Tourism,BTEC,B
1,3,2008116,Travel and Tourism,BTEC,B
1,3,2008126,Travel and Tourism,BTEC,B
1,3,2008143,Travel and Tourism,BTEC,B
1,3,2008145,Travel and Tourism,BTEC,B
1,3,2008199,Travel and Tourism,BTEC,B
1,3,2008204,Travel and Tourism,BTEC,B
1,3,2008228,Travel and Tourism,BTEC,B
1,3,2008039,Travel and Tourism,BTEC,C
1,3,2008092,Travel and Tourism,BTEC,C
1,3,2008153,Travel and Tourism,BTEC,C
1,3,2008156,Travel and Tourism,BTEC,C
1,3,2008175,Travel and Tourism,BTEC,C
1,3,2008216,Travel and Tourism,BTEC,C
1,3,3710,Travel and Tourism,BTEC,C
1,3,2008011,Vehicle Maintenance and Repair,AVAV,E
1,3,2008013,Vehicle Maintenance and Repair,AVAV,E
1,3,2008062,Vehicle Maintenance and Repair,AVAV,E
1,3,2008070,Vehicle Maintenance and Repair,AVAV,E
1,3,2008084,Vehicle Maintenance and Repair,AVAV,E
1,3,2008109,Vehicle Maintenance and Repair,AVAV,E
1,3,2008158,Vehicle Maintenance and Repair,AVAV,E
1,3,2008174,Vehicle Maintenance and Repair,AVAV,E
1,3,2008187,Vehicle Maintenance and Repair,AVAV,E
1,3,2008191,Vehicle Maintenance and Repair,AVAV,E
1,3,2008192,Vehicle Maintenance and Repair,AVAV,E
1,3,2008193,Vehicle Maintenance and Repair,AVAV,E
1,3,2008197,Vehicle Maintenance and Repair,AVAV,E
1,3,2008207,Vehicle Maintenance and Repair,AVAV,E
1,3,2008219,Vehicle Maintenance and Repair,AVAV,E
1,3,3691,Vehicle Maintenance and Repair,AVAV,E
